,sentence,intents,clean_sentence
510,what am i up to this weekend,calendar_query,weekend
511,meeting july calendar,calendar_query,meeting july calendar
512,what day is the meeting on,calendar_query,day meeting
513,which day this week do i have plans,calendar_query,day week plans
514,is calendar event true,calendar_query,calendar event true
515,is there any events planned for the next three months,calendar_query,events planned next three months
516,tell me what is on my calendar for tomorrow,calendar_query,tell calendar tomorrow
517,where is the event today,calendar_query,event today
518,list out my meetings today,calendar_query,list meetings today
519,search schedules for this week,calendar_query,search schedules week
520,any upcoming events,calendar_query,upcoming events
521,do i have any off days this week,calendar_query,days week
522,rahul marriage reminder,calendar_query,rahul marriage reminder
523,when is the next office meeting,calendar_query,next office meeting
524,is there any event today in my calendar,calendar_query,event today calendar
525,where am i supposed to be by this time tomorrow,calendar_query,supposed time tomorrow
526,what events are this week,calendar_query,events week
527,i needed to prepare for a meeting,calendar_query,needed prepare meeting
528,when is my doctor's appointment,calendar_query,doctor's appointment
529,events happening between eight am and five pm today,calendar_query,events happening eight five pm today
530,what is my next reminder,calendar_query,next reminder
531,how soon is my anniversary,calendar_query,soon anniversary
532,what meetings are available in march,calendar_query,meetings available march
533,what is on the agenda for the four pm meeting with joe,calendar_query,agenda four pm meeting joe
534,tell me what is on the schedule for july seventh,calendar_query,tell schedule july seventh
535,was my meeting today rescheduled,calendar_query,meeting today rescheduled
536,where is tuesday's morning meeting,calendar_query,tuesday's morning meeting
537,my events,calendar_query,events
538,what's my next appointment,calendar_query,what's next appointment
539,whats going on in my calendar,calendar_query,whats going calendar
540,what else is on the list,calendar_query,else list
541,what time does the dinner party start tonight,calendar_query,time dinner party start tonight
542,do i have a sales meeting today,calendar_query,sales meeting today
543,please tell me when's my financial meeting,calendar_query,please tell when's financial meeting
544,confirm that my notification is set to remind me when i leave,calendar_query,confirm notification set remind leave
545,open my calendar,calendar_query,open calendar
546,when will the match start,calendar_query,match start
547,do i have a meeting today,calendar_query,meeting today
548,shall we meet for today's party,calendar_query,shall meet today's party
549,let's go through all pending reminders,calendar_query,let's go pending reminders
550,is it true that susan's birthday is on march first,calendar_query,true susan's birthday march first
551,where is my meeting at nine am,calendar_query,meeting nine
552,what events are scheduled this week,calendar_query,events scheduled week
553,march one is susan's birthday right,calendar_query,march one susan's birthday right
554,what on my calendar,calendar_query,calendar
555,is this program is scheduled,calendar_query,program scheduled
556,tell me when the hockey game tickets are for,calendar_query,tell hockey game tickets
557,tell me about my upcoming week,calendar_query,tell upcoming week
558,latest events,calendar_query,latest events
559,when is bank holiday,calendar_query,bank holiday
560,what day is this event scheduled for,calendar_query,day event scheduled
561,give me the reminders,calendar_query,give reminders
562,show me my calendar event this Friday afternoon,calendar_query,show calendar event Friday afternoon
563,is there a chili cookoff this weekend,calendar_query,chili cookoff weekend
564,what events are scheduled for me to do today,calendar_query,events scheduled today
565,what are the pending reminder for today evening,calendar_query,pending reminder today evening
566,do i have a doctors appointment today,calendar_query,doctors appointment today
567,is jimmie's party on friday cancelled,calendar_query,jimmie's party friday cancelled
568,what do i have scheduled on july seventh,calendar_query,scheduled july seventh
569,am i busy on Wednesday evening,calendar_query,busy Wednesday evening
570,what events do i have scheduled today,calendar_query,events scheduled today
571,what is on the agenda for today,calendar_query,agenda today
572,when the meeting start,calendar_query,meeting start
573,on my calendar are there any birthdays,calendar_query,calendar birthdays
574,am i free on sunday day,calendar_query,free sunday day
575,do i have any get togethers this week,calendar_query,get togethers week
576,please tell me the main points of my two hundred meeting from this afternoon,calendar_query,please tell main points two hundred meeting afternoon
577,can you tell me the next scheduled event,calendar_query,tell next scheduled event
578,anything interesting happening next friday,calendar_query,anything interesting happening next friday
579,how many calories did i burn between three and five today,calendar_query,many calories burn three five today
580,can you tell me what's on the schedule for tomorrow,calendar_query,tell what's schedule tomorrow
581,do i have any thing going on at five,calendar_query,thing going five
582,what's coming up this week,calendar_query,what's coming week
583,do the knicks have a game at home tonight,calendar_query,knicks game home tonight
584,do i have free time next tuesday to schedule a meeting,calendar_query,free time next tuesday schedule meeting
585,how many things do i have planned tonight,calendar_query,many things planned tonight
586,hey please provide information about events by the end of the day,calendar_query,hey please provide information events end day
587,let me know about upcoming events,calendar_query,let know upcoming events
588,do i have anything scheduled in my events,calendar_query,anything scheduled events
589,please check my reminders,calendar_query,please check reminders
590,what time do i have a doctors appointment on the twenty second,calendar_query,time doctors appointment twenty second
591,what are the upcoming reminders,calendar_query,upcoming reminders
592,what time am i supposed to pick up john again,calendar_query,time supposed pick john
593,what time is the evening meeting i have with john,calendar_query,time evening meeting john
594,show me future events,calendar_query,show future events
595,list all the events in my march calendar,calendar_query,list events march calendar
596,did you add tomorrow's meeting to my calendar,calendar_query,add tomorrow's meeting calendar
597,when is the doctor's appointment,calendar_query,doctor's appointment
598,which is the next event coming up,calendar_query,next event coming
599,what is scheduled on my calendar today,calendar_query,scheduled calendar today
600,is the thanks giving event on fourteenth of this month true,calendar_query,thanks giving event fourteenth month true
601,please check my coming up events,calendar_query,please check coming events
602,do i have any meetings on friday's afternoon,calendar_query,meetings friday's afternoon
603,do i have any events scheduled today,calendar_query,events scheduled today
604,is there any program for tomorrow evening,calendar_query,program tomorrow evening
605,notify me about the meetings over a period of some days,calendar_query,notify meetings period days
606,open events this week,calendar_query,open events week
607,do i have any calendar events this month,calendar_query,calendar events month
608,what are my reminders for this week,calendar_query,reminders week
609,do i have any appointments scheduled for march twenty four two thousand and seventeen,calendar_query,appointments scheduled march twenty four two thousand seventeen
610,can you tell me about my meetings next week,calendar_query,tell meetings next week
611,is the anniversary event on twenty second of this month true,calendar_query,anniversary event twenty second month true
612,what events are going to happen in my city between two four pm today,calendar_query,events going happen city two four pm today
613,is the balloon festival this weekend,calendar_query,balloon festival weekend
614,who is scheduled for tomorrow's meeting,calendar_query,scheduled tomorrow's meeting
615,what is next in my calendar,calendar_query,next calendar
616,does my calendar say i'm free on april one two thousand and seventeen,calendar_query,calendar say i'm free april one two thousand seventeen
617,from four to six when do i have a free break,calendar_query,four six free break
618,are there any meetings set for next wednesday,calendar_query,meetings set next wednesday
619,what is my schedule for tomorrow morning,calendar_query,schedule tomorrow morning
620,is mary's birthday party tonight,calendar_query,mary's birthday party tonight
621,tell me what's happening this week,calendar_query,tell what's happening week
622,do i have a busy day today,calendar_query,busy day today
623,what are meeting scheduled for today,calendar_query,meeting scheduled today
624,what is my next event,calendar_query,next event
625,what time is the party tonight,calendar_query,time party tonight
626,am i on vacation this week,calendar_query,vacation week
627,what meetings do i have next thursday,calendar_query,meetings next thursday
628,what's going on between three hundred and thirty and four,calendar_query,what's going three hundred thirty four
629,do i have any appointments coming up,calendar_query,appointments coming
630,what is my afternoon schedule tomorrow,calendar_query,afternoon schedule tomorrow
631,am i free between six to seven pm,calendar_query,free six seven pm
632,do i have a party tomorrow save on my calendar,calendar_query,party tomorrow save calendar
633,when monet's exhibition takes place,calendar_query,monet's exhibition takes place
634,do i have meeting with steve this week,calendar_query,meeting steve week
635,what time do i work tomorrow,calendar_query,time work tomorrow
636,when is dale's birthday,calendar_query,dale's birthday
637,give me today's calendar events after six pm,calendar_query,give today's calendar events six pm
