,sentence,intents
1012,clear all events for this month,calendar_remove
1013,cancel all my appointments,calendar_remove
1014,remove calendar events for this week,calendar_remove
1015,remove sample meeting from calendar app,calendar_remove
1016,whatever the next event is in the calendar delete it,calendar_remove
1017,get rid of everything on my calendar,calendar_remove
1018,please delete this calendar event,calendar_remove
1019,hi olly please remove the birthday event on coming sunday,calendar_remove
1020,remove all the reminders from the calendar,calendar_remove
1021,remove all the events and schedules,calendar_remove
1022,erase that from my calendar,calendar_remove
1023,delete my next scheduled event please,calendar_remove
1024,cancel tomorrow's meeting,calendar_remove
1025,can you delete all events from my calendar,calendar_remove
1026,delete event for tuesday,calendar_remove
1027,clear my day on the twenty ninth,calendar_remove
1028,delete lunch tomorrow,calendar_remove
1029,clear everything from the calendar,calendar_remove
1030,delete the events from the calendar on twenty eighth march,calendar_remove
1031,remove the event from monday,calendar_remove
1032,take off the doctor's appointment on march twentieth,calendar_remove
1033,cancel meeting at three,calendar_remove
1034,delete all recurring staff meetings,calendar_remove
1035,remove all the events of last month from the calendar,calendar_remove
1036,i'm not doing thing this week,calendar_remove
1037,delete all events for the next five days,calendar_remove
1038,delete all the events of today,calendar_remove
1039,delete that,calendar_remove
1040,can you delete the dentist appointment,calendar_remove
1041,please remove my next event,calendar_remove
1042,delete my meeting for one pm on march nineteenth,calendar_remove
1043,i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well,calendar_remove
1044,remove all the events in my calendar,calendar_remove
1045,can you deleted the current event,calendar_remove
1046,event remove,calendar_remove
1047,please delete next meeting with rajesh,calendar_remove
1048,remove meeting for wednesday morning,calendar_remove
1049,dismiss my next event,calendar_remove
1050,give some of delete in today events,calendar_remove
1051,remove my car payment on the fifteenth from my calendar,calendar_remove
1052,delete the next event in the calendar,calendar_remove
1053,cancel all meetings for today,calendar_remove
1054,clear all events from march seven,calendar_remove
1055,remove my calendar event at one pm today,calendar_remove
1056,please remove the appointment which i have made with mrjim,calendar_remove
1057,can you remove that on my calendar,calendar_remove
1058,please delete my lunch date from the march twenty third schedule,calendar_remove
1059,list all events and delete,calendar_remove
1060,delete all details in event,calendar_remove
1061,take out event from calendar,calendar_remove
1062,delete my calendar,calendar_remove
1063,change the plan of meeting,calendar_remove
1064,delete all appointments for tomorrow,calendar_remove
1065,erase my appointment for march seven,calendar_remove
1066,remove birthday party,calendar_remove
1067,find my next event and delete it please,calendar_remove
1068,cancel my birthday party,calendar_remove
1069,please delete all my calendar events,calendar_remove
1070,clear off the vet appointment tomorrow,calendar_remove
1071,delete an first event of twenty third of march twenty seventeen,calendar_remove
1072,delete my dinner tomorrow,calendar_remove
1073,clean my entire calendar,calendar_remove
1074,erase all events,calendar_remove
1075,please delete all calendar events,calendar_remove
1076,erase my whole calendar,calendar_remove
1077,remove john's birthday from the calendar,calendar_remove
1078,clear up my calendar,calendar_remove
1079,clear everything off my calendar for the rest of the year,calendar_remove
1080,can you take out dentist appointment from my calendar,calendar_remove
1081,please remove this event from my calendar,calendar_remove
1082,can you delete the not so important events,calendar_remove
1083,erase my next event,calendar_remove
1084,clear my calendar for saturday,calendar_remove
1085,is there a way to clear my calendar,calendar_remove
1086,cancel all my appointments after three pm today and inform me the details,calendar_remove
1087,erase events,calendar_remove
1088,what do i have to do today,calendar_remove
1089,get rid of the first three events in my calendar,calendar_remove
1090,please delete the meeting i have with john tonight,calendar_remove
1091,rm rf calendar,calendar_remove
1092,delete everything on my calendar for the next two weeks,calendar_remove
1093,please remove the doctor appointment in my calendar for february twelfth at nine am,calendar_remove
1094,delete my meeting for tomorrow,calendar_remove
1095,remove father's day from calendar,calendar_remove
1096,please cancel my next hair cut,calendar_remove
1097,please empty my calendar,calendar_remove
1098,remove events from calendar,calendar_remove
1099,delete all meetings for tomorrow,calendar_remove
1100,erase my appointment with ted,calendar_remove
1101,please delete all meeting after seven am,calendar_remove
1102,cancel future event from place i worked,calendar_remove
1103,please clean my calendar,calendar_remove
1104,i am busy tomorrow so delete all calendar events,calendar_remove
1105,delete from the calendar the next event,calendar_remove
1106,delete all scheduled events,calendar_remove
1107,format data from calendar,calendar_remove
1108,find dinner with mom on my calendar and delete it,calendar_remove
1109,remove my event at one pm in my calendar,calendar_remove
1110,please clear my calendar,calendar_remove
1111,do remove next event from the calendar,calendar_remove
1112,delete all events and content from my calendar,calendar_remove
1113,no lunch date tomorrow,calendar_remove
1114,delete my next meeting,calendar_remove
1115,delete the monthly recurring team meeting till june,calendar_remove
1116,i will no longer be joining mom for lunch tomorrow,calendar_remove
1117,destroy all events,calendar_remove
1118,clear my next event,calendar_remove
1119,check the events on calendar and delete the next event,calendar_remove
1120,clear all data from calendar,calendar_remove
1121,cancels lunch at the restaurant booked for march twenty five,calendar_remove
1122,cancel dentist appointment for this week,calendar_remove
1123,change my plan erase my next event,calendar_remove
1124,cancel the plan of party,calendar_remove
1125,reset all events in calendar,calendar_remove
1126,erase all content in my calendar,calendar_remove
1127,this event needs to be deleted,calendar_remove
1128,erase my appointment on the twelfth from my calendar,calendar_remove
1129,remove twenty fourth march meeting from schedule,calendar_remove
1130,i want all my events deleted,calendar_remove
1131,can you empty my calendar,calendar_remove
1132,delete all of my appointments with dr smith this week,calendar_remove
1133,please remove dinner date scheduled for this friday at nine pm,calendar_remove
1134,delete my appointment tomorrow,calendar_remove
1135,remove dinner with mike from my calendar,calendar_remove
1136,delete my dr k appointment in march,calendar_remove
1137,please erase the next birthday event,calendar_remove
1138,make my calendar empty,calendar_remove
1139,cancel sam's party,calendar_remove
1140,please delete this event,calendar_remove
1141,delete all events in calendar,calendar_remove
1142,i am no longer attending the wedding on the tenth so remove it from my calendar,calendar_remove
1143,delete every event,calendar_remove
1144,delete the scheduled meeting on fourth october twelve pm,calendar_remove
1145,open calendar and erase all events for all months,calendar_remove
1146,write down that i am going to meet with jenny on the third okay,calendar_set
1147,on third april we will go to watch j llb movie set it,calendar_set
1148,schedule a meeting with al on tuesday,calendar_set
1149,remind me the upcoming meeting at four am today,calendar_set
1150,reminder about meeting from eight am to twelve pm,calendar_set
1151,new reminder at three pm,calendar_set
1152,set rotating event,calendar_set
1153,i have a meeting at noon today,calendar_set
1154,schedule lunch at tomo in arcata california tomorrow at noon,calendar_set
1155,add event to calendar,calendar_set
1156,set a reminder for two days prior of the event,calendar_set
1157,remind me everyday at two pm for lunch,calendar_set
1158,remind me to eat when i get home,calendar_set
1159,i need to set up a meeting with the ceo tomorrow,calendar_set
1160,create a meeting event in my calendar,calendar_set
1161,make appointment for next friday,calendar_set
1162,latest reminder about meeting,calendar_set
1163,set a reminder for my shopping trip tomorrow at five pm,calendar_set
1164,remind me every year on this date of,calendar_set
1165,set reminder notification for three o'clock,calendar_set
1166,reminders,calendar_set
1167,notify me an hour before my two pm appointment at the car dealership,calendar_set
1168,i need you to mark next monday,calendar_set
1169,let me know when my meetings are on monday,calendar_set
1170,set a reminder for john's birthday next week,calendar_set
