,sentence,intents,clean_sentence
508,is there any pending reminder for me,calendar_query,pend remind
509,when and where is june's birthday party,calendar_query,june '' s birthday parti
510,what am i up to this weekend,calendar_query,weekend
511,meeting july calendar,calendar_query,meet juli calendar
512,what day is the meeting on,calendar_query,day meet
513,which day this week do i have plans,calendar_query,day week plan
514,is calendar event true,calendar_query,calendar event true
515,is there any events planned for the next three months,calendar_query,event plan next three month
516,tell me what is on my calendar for tomorrow,calendar_query,tell calendar tomorrow
517,where is the event today,calendar_query,event today
518,list out my meetings today,calendar_query,list meet today
519,search schedules for this week,calendar_query,search schedul week
520,any upcoming events,calendar_query,come event
521,do i have any off days this week,calendar_query,day week
522,rahul marriage reminder,calendar_query,paul marriag remind
523,when is the next office meeting,calendar_query,next offic meet
524,is there any event today in my calendar,calendar_query,event today calendar
525,where am i supposed to be by this time tomorrow,calendar_query,suppos time tomorrow
526,what events are this week,calendar_query,event week
527,i needed to prepare for a meeting,calendar_query,need prepar meet
528,when is my doctor's appointment,calendar_query,doctor '' s appoint
529,events happening between eight am and five pm today,calendar_query,event happen eight five pm today
530,what is my next reminder,calendar_query,next remind
531,how soon is my anniversary,calendar_query,soon anniversari
532,what meetings are available in march,calendar_query,meet avail march
533,what is on the agenda for the four pm meeting with joe,calendar_query,agenda four pm meet joe
534,tell me what is on the schedule for july seventh,calendar_query,tell schedul juli seventh
535,was my meeting today rescheduled,calendar_query,meet today reschedul
536,where is tuesday's morning meeting,calendar_query,tuesday '' s morn meet
537,my events,calendar_query,event
538,what's my next appointment,calendar_query,what '' s next appoint
539,whats going on in my calendar,calendar_query,what go calendar
540,what else is on the list,calendar_query,el list
541,what time does the dinner party start tonight,calendar_query,time dinner parti start tonight
542,do i have a sales meeting today,calendar_query,sale meet today
543,please tell me when's my financial meeting,calendar_query,plea tell when '' s financi meet
544,confirm that my notification is set to remind me when i leave,calendar_query,confirm ratif set remind leav
545,open my calendar,calendar_query,open calendar
546,when will the match start,calendar_query,match start
547,do i have a meeting today,calendar_query,meet today
548,shall we meet for today's party,calendar_query,shall meet today '' s parti
549,let's go through all pending reminders,calendar_query,let '' s go pend remind
550,is it true that susan's birthday is on march first,calendar_query,true susan '' s birthday march first
551,where is my meeting at nine am,calendar_query,meet nine
552,what events are scheduled this week,calendar_query,event schedul week
553,march one is susan's birthday right,calendar_query,march one susan '' s birthday right
554,what on my calendar,calendar_query,calendar
555,is this program is scheduled,calendar_query,program schedul
556,tell me when the hockey game tickets are for,calendar_query,tell hockey game ticket
557,tell me about my upcoming week,calendar_query,tell come week
558,latest events,calendar_query,latest event
559,when is bank holiday,calendar_query,bank holiday
560,what day is this event scheduled for,calendar_query,day event schedul
561,give me the reminders,calendar_query,give remind
562,show me my calendar event this Friday afternoon,calendar_query,show calendar event friday afternoon
563,is there a chili cookoff this weekend,calendar_query,child cookoff weekend
564,what events are scheduled for me to do today,calendar_query,event schedul today
565,what are the pending reminder for today evening,calendar_query,pend remind today even
566,do i have a doctors appointment today,calendar_query,doctor appoint today
567,is jimmie's party on friday cancelled,calendar_query,jimmi '' s parti friday cancel
568,what do i have scheduled on july seventh,calendar_query,schedul juli seventh
569,am i busy on Wednesday evening,calendar_query,busi wednesday even
570,what events do i have scheduled today,calendar_query,event schedul today
571,what is on the agenda for today,calendar_query,agenda today
572,when the meeting start,calendar_query,meet start
573,on my calendar are there any birthdays,calendar_query,calendar birthday
574,am i free on sunday day,calendar_query,free sunday day
575,do i have any get togethers this week,calendar_query,get togeth week
576,please tell me the main points of my two hundred meeting from this afternoon,calendar_query,plea tell main point two hundr meet afternoon
577,can you tell me the next scheduled event,calendar_query,tell next schedul event
578,anything interesting happening next friday,calendar_query,anyth interest happen next friday
579,how many calories did i burn between three and five today,calendar_query,mani calori burn three five today
580,can you tell me what's on the schedule for tomorrow,calendar_query,tell what '' s schedul tomorrow
581,do i have any thing going on at five,calendar_query,thing go five
582,what's coming up this week,calendar_query,what '' s come week
583,do the knicks have a game at home tonight,calendar_query,knock game home tonight
584,do i have free time next tuesday to schedule a meeting,calendar_query,free time next tuesday schedul meet
585,how many things do i have planned tonight,calendar_query,mani thing plan tonight
586,hey please provide information about events by the end of the day,calendar_query,hey plea provid inform event end day
587,let me know about upcoming events,calendar_query,let know come event
588,do i have anything scheduled in my events,calendar_query,anyth schedul event
589,please check my reminders,calendar_query,plea check remind
590,what time do i have a doctors appointment on the twenty second,calendar_query,time doctor appoint twenti second
591,what are the upcoming reminders,calendar_query,come remind
592,what time am i supposed to pick up john again,calendar_query,time suppos pick john
593,what time is the evening meeting i have with john,calendar_query,time even meet john
594,show me future events,calendar_query,show futur event
595,list all the events in my march calendar,calendar_query,list event march calendar
596,did you add tomorrow's meeting to my calendar,calendar_query,add tomorrow '' s meet calendar
597,when is the doctor's appointment,calendar_query,doctor '' s appoint
598,which is the next event coming up,calendar_query,next event come
599,what is scheduled on my calendar today,calendar_query,schedul calendar today
600,is the thanks giving event on fourteenth of this month true,calendar_query,thank give event fourteenth month true
601,please check my coming up events,calendar_query,plea check come event
602,do i have any meetings on friday's afternoon,calendar_query,meet friday '' s afternoon
603,do i have any events scheduled today,calendar_query,event schedul today
604,is there any program for tomorrow evening,calendar_query,program tomorrow even
605,notify me about the meetings over a period of some days,calendar_query,notifi meet period day
606,open events this week,calendar_query,open event week
607,do i have any calendar events this month,calendar_query,calendar event month
608,what are my reminders for this week,calendar_query,remind week
609,do i have any appointments scheduled for march twenty four two thousand and seventeen,calendar_query,appoint schedul march twenti four two thousand seventeen
610,can you tell me about my meetings next week,calendar_query,tell meet next week
611,is the anniversary event on twenty second of this month true,calendar_query,anniversari event twenti second month true
612,what events are going to happen in my city between two four pm today,calendar_query,event go happen citi two four pm today
613,is the balloon festival this weekend,calendar_query,balloon festiv weekend
614,who is scheduled for tomorrow's meeting,calendar_query,schedul tomorrow '' s meet
615,what is next in my calendar,calendar_query,next calendar
616,does my calendar say i'm free on april one two thousand and seventeen,calendar_query,calendar say i '' m free april one two thousand seventeen
617,from four to six when do i have a free break,calendar_query,four six free break
618,are there any meetings set for next wednesday,calendar_query,meet set next wednesday
619,what is my schedule for tomorrow morning,calendar_query,schedul tomorrow morn
620,is mary's birthday party tonight,calendar_query,mari '' s birthday parti tonight
621,tell me what's happening this week,calendar_query,tell what '' s happen week
622,do i have a busy day today,calendar_query,busi day today
623,what are meeting scheduled for today,calendar_query,meet schedul today
624,what is my next event,calendar_query,next event
625,what time is the party tonight,calendar_query,time parti tonight
626,am i on vacation this week,calendar_query,vacat week
627,what meetings do i have next thursday,calendar_query,meet next thursday
628,what's going on between three hundred and thirty and four,calendar_query,what '' s go three hundr thirti four
629,do i have any appointments coming up,calendar_query,appoint come
630,what is my afternoon schedule tomorrow,calendar_query,afternoon schedul tomorrow
631,am i free between six to seven pm,calendar_query,free six seven pm
632,do i have a party tomorrow save on my calendar,calendar_query,parti tomorrow save calendar
633,when monet's exhibition takes place,calendar_query,money '' s exhibit take place
634,do i have meeting with steve this week,calendar_query,meet steve week
635,what time do i work tomorrow,calendar_query,time work tomorrow
636,when is dale's birthday,calendar_query,dale '' s birthday
637,give me today's calendar events after six pm,calendar_query,give today '' s calendar event six pm
638,can you check the facts on this issue,calendar_query,check fact issu
639,what's my next events,calendar_query,what '' s next event
640,what date is my anniversary,calendar_query,date anniversari
641,show me my events,calendar_query,show event
642,is there valet service at the event,calendar_query,valet servic event
643,show me my meetings this Friday,calendar_query,show meet friday
644,what's on my schedule this week,calendar_query,what '' s schedul week
645,are there any events schedule for this week,calendar_query,event schedul week
646,show me my reminders,calendar_query,show remind
647,My weekly plan,calendar_query,By weekli plan
648,show up the events for me today,calendar_query,show event today
649,what are my plans for today,calendar_query,plan today
650,pawel prepare the meeting with john,calendar_query,panel prepar meet john
651,when is my next appointment with dr smith,calendar_query,next appoint dr smith
652,within the past three months how many meetings did i have with mr richards,calendar_query,within past three month mani meet mr richard
